Fecha,Consumo Agua (L),Consumo Energía (kWh),Generación FV (kWh),Temperatura (°C),Radiación Solar (W/m²),Localización,Mes,Día de la Semana
2023-04-11,408.5261317549859,362.7597320180474,134.45002764373882,18.388088632292842,398.29704203479935,Edificio B,4,Tuesday
2023-04-12,376.6486741028081,355.67021734442,116.2115691468252,13.561303667180912,396.59176632176593,Edificio B,4,Wednesday
2023-04-13,421.87575466441075,347.24694007866964,137.2662925423194,13.880895849845903,406.35730898566607,Edificio B,4,Thursday
2023-04-14,449.95715875102275,338.8242918601677,131.32153158287738,18.74212062742619,415.01845336827415,Edificio B,4,Friday
2023-04-15,337.44765310966295,39.11661197231096,136.3810150661338,9.837241949751869,408.62293923072485,Edificio B,4,Saturday
2023-04-16,274.0329595749053,53.16106824858798,120.34359649330523,14.447710014391472,392.2963968777925,Edificio B,4,Sunday
2023-04-17,438.9015911202654,352.6353921921892,124.40518810192152,16.352056539733518,400.87567991028334,Edificio B,4,Monday
2023-04-18,420.005358631944,362.98333758078195,140.58944469238742,17.296611165168912,409.0050463706253,Edificio B,4,Tuesday
2023-04-19,427.5367657908006,355.9881002406863,126.39951671951468,14.58831282199491,409.8320084645795,Edificio B,4,Wednesday
2023-04-20,482.8868669403407,334.96919698240185,141.7850771073804,16.39039159330275,431.1607645588242,Edificio B,4,Thursday
2023-04-21,400.28486055521364,361.0358768619042,124.75546038557644,8.991929733118221,398.42467954279596,Edificio B,4,Friday
2023-04-22,305.76322546234644,41.05204207553824,148.18583421817183,14.652467041865805,418.1919538126955,Edificio B,4,Saturday
2023-04-23,310.3862567797737,47.7088772971741,128.65916348486346,18.158445688669875,428.8807288383153,Edificio B,4,Sunday
2023-04-24,453.0917750348333,354.5660748665865,147.79037206823762,14.022100922761613,437.55941258185624,Edificio B,4,Monday
2023-04-25,433.67895904416685,372.53561885996305,149.80894943115155,17.317304677394326,411.65778583128804,Edificio B,4,Tuesday
2023-04-26,438.22304473903074,384.1922364834767,137.87209980553024,18.652593234384895,421.474173187086,Edificio B,4,Wednesday
2023-04-27,424.5711895495512,359.6734719383424,151.94879062910326,16.456155725194165,423.1166202108238,Edificio B,4,Thursday
2023-04-28,438.12811426716746,352.28639697619406,150.02280176162964,18.167175196762255,420.2337367343956,Edificio B,4,Friday
2023-04-29,296.2223309033374,59.97432110473393,143.320579726385,14.939668742587816,418.1508801798152,Edificio B,4,Saturday
2023-04-30,315.8573006807506,64.01534858418269,139.91445315923792,17.38016616091186,424.35975389500044,Edificio B,4,Sunday
2023-05-01,426.37232747599217,352.4401250397254,131.66474479496182,20.002782070326013,395.5382069555949,Edificio B,5,Monday
2023-05-02,441.6440978754161,374.1052485551818,156.07812134470285,18.81513499913276,428.54177548176364,Edificio B,5,Tuesday
2023-05-03,433.85317398638375,358.958352982039,138.22344732812346,16.75660286354073,423.84276239778234,Edificio B,5,Wednesday
2023-05-04,457.29446033556235,362.1376138710924,156.11362400458708,19.360673480895578,421.2153723723333,Edificio B,5,Thursday
2023-05-05,434.079191430554,364.3198413740302,153.81287774448597,21.003477359284318,444.7668618940679,Edificio B,5,Friday
2023-05-06,269.9785137865445,62.37461083216773,164.52405506293957,12.881193138741914,418.4057446844662,Edificio B,5,Saturday
2023-05-07,331.008078671892,67.04387799111439,155.99514837255282,22.67930264386122,421.9796423543173,Edificio B,5,Sunday
2023-05-08,417.9837784758734,352.9751048742194,157.00143004502394,18.364023505089435,446.77947162771056,Edificio B,5,Monday
2023-05-09,423.3500664608709,354.05507231131065,168.89186859270404,20.8195580063635,419.3948279847155,Edificio B,5,Tuesday
2023-05-10,424.83723211101244,349.12414465810645,166.197566104452,23.304672212750457,423.0635043797085,Edificio B,5,Wednesday
2023-05-11,464.5622843069438,365.0052959714934,167.2785628100711,15.767246006741045,427.9410812578537,Edificio B,5,Thursday
2023-05-12,394.6810065782396,368.88110132184136,170.0755133882317,17.922721991403552,438.66256981472645,Edificio B,5,Friday
2023-05-13,370.468238798072,66.14763084882708,151.28839224324136,19.35356904241454,433.1741007237414,Edificio B,5,Saturday
2023-05-14,329.1508959654405,78.78956400965455,175.46834425031608,18.035467096686215,419.0073848287749,Edificio B,5,Sunday
2023-05-15,442.80865033482957,362.459847890079,175.27618507385006,25.758342678672296,427.4459791245374,Edificio B,5,Monday
2023-05-16,437.5576318386829,369.67068433243804,160.23003052929295,18.14926529386068,427.52436354458314,Edificio B,5,Tuesday
2023-05-17,444.67566833196133,352.5298714908192,169.19537772930366,19.21818399034549,433.65191119179997,Edificio B,5,Wednesday
2023-05-18,449.69345398564377,360.0355111023415,172.47601897294538,21.66237934137182,439.5044978191127,Edificio B,5,Thursday
2023-05-19,452.4789885213169,371.3173927791314,172.75025678291001,17.606248038695377,440.2455406434979,Edificio B,5,Friday
2023-05-20,320.9876003232685,73.30428761223075,178.65281713524382,20.18818686067234,419.1160274392216,Edificio B,5,Saturday
2023-05-21,311.96503250214704,62.32045883892131,190.83937698153971,22.489121005514242,448.3232159844272,Edificio B,5,Sunday
2023-05-22,436.52154374116446,364.98647570238586,188.54700799352878,20.698664215759194,441.0119156044999,Edificio B,5,Monday
2023-05-23,437.73463775769574,350.9614176793409,165.80256353395646,21.576473485736226,453.1284907881194,Edificio B,5,Tuesday
2023-05-24,437.1505406562988,363.0027673869625,186.33229909350845,20.426883554714617,444.5163827332054,Edificio B,5,Wednesday
2023-05-25,464.00943706316366,375.90488432393136,194.57885339127785,17.62852509858087,451.87290970797346,Edificio B,5,Thursday
2023-05-26,453.4871399146933,373.1760583646797,186.32625464817437,23.29253555952203,446.3042327420228,Edificio B,5,Friday
2023-05-27,253.08676104592965,72.84845782263498,194.52700488239046,27.747092632345833,455.87372464904803,Edificio B,5,Saturday
2023-05-28,325.28755293289777,68.7520429752634,204.88897477472145,22.690707601378822,448.40001990532033,Edificio B,5,Sunday
2023-05-29,446.33565886319286,368.73203403950777,196.14213346975396,23.463130752900533,442.9575395413604,Edificio B,5,Monday
2023-05-30,442.3344708888856,362.4597576319709,189.52625221841558,25.01592376695035,467.41312471246766,Edificio B,5,Tuesday
2023-05-31,435.2022221589219,376.4471710330748,198.60120552975536,19.278717948880946,454.32391841540414,Edificio B,5,Wednesday
2023-06-01,335.7149467645658,224.05876799116226,190.7050488833852,28.341700048044316,451.90822457832166,Edificio B,6,Thursday
2023-06-02,332.43940161911604,225.15349704491632,190.58941829822203,23.987038104651404,434.13721441153166,Edificio B,6,Friday
2023-06-03,168.28350198800115,0.0,187.91850613043414,28.419923828943524,434.7386894837456,Edificio B,6,Saturday
2023-06-04,192.13021228352363,0.0,208.1367653101549,21.46791857633921,451.2622426359744,Edificio B,6,Sunday
2023-06-05,294.79999775480974,232.32122578599024,185.37573384961505,29.26218850221148,450.49522565037245,Edificio B,6,Monday
2023-06-06,286.88051747013964,216.9209465887933,209.92817876883842,26.272733351711985,443.59510869795497,Edificio B,6,Tuesday
2023-06-07,302.17399596748044,213.43475304848835,200.63440649603817,25.743888958708336,451.8336705018769,Edificio B,6,Wednesday
2023-06-08,332.1873112015862,229.34395175003658,182.66044438504565,24.92254084746812,466.98860670247933,Edificio B,6,Thursday
2023-06-09,334.22861707709296,218.82904785516558,201.33391549667752,23.608737154678426,458.7256397900118,Edificio B,6,Friday
2023-06-10,195.65000493962458,0.0,177.64695200110737,28.087890585771433,441.0213929542217,Edificio B,6,Saturday
2023-06-11,200.10783275837542,0.0,205.87767653648126,25.03742579196692,451.9666426406845,Edificio B,6,Sunday
2023-06-12,326.1424788774347,230.5640629347081,209.4355862423608,18.843227077568,445.67251613312163,Edificio B,6,Monday
2023-06-13,303.19758985903445,210.38127553323494,195.60539798525448,21.518968287115662,450.47563919709773,Edificio B,6,Tuesday
2023-06-14,324.86923207362605,236.46561162408483,203.69485148842935,24.43704601393823,450.8367596962859,Edificio B,6,Wednesday
2023-06-15,332.4377215706019,227.256801911411,222.91582100863596,26.04656317231441,450.8063752880487,Edificio B,6,Thursday
2023-06-16,331.7092391235876,221.2423473985122,199.21583582957405,25.066674916259437,443.6308481950617,Edificio B,6,Friday
2023-06-17,210.59063554218244,0.0,194.5672008517329,29.011082599020845,455.49430433301734,Edificio B,6,Saturday
2023-06-18,201.1624187745718,0.0,220.83954060186764,19.61641528484968,451.74252801635464,Edificio B,6,Sunday
2023-06-19,324.2042433163477,229.8494468630808,226.49880754120014,26.013821894301103,428.62080352390547,Edificio B,6,Monday
2023-06-20,338.7521318609205,215.72997556006715,207.7430687347738,20.24021059267791,479.0004615892135,Edificio B,6,Tuesday
2023-06-21,316.9874089179037,212.75004829589193,218.63681918439173,28.08209539716026,469.9024890957055,Edificio B,6,Wednesday
2023-06-22,300.0438571743129,211.29843343612197,222.73568341206712,25.626080424241763,455.7842755885889,Edificio B,6,Thursday
2023-06-23,314.5782876503157,237.88632414368573,202.67723928771687,27.27244079781912,460.2562449061398,Edificio B,6,Friday
2023-06-24,173.09456449691584,0.0,206.0123710718734,23.52374170830431,448.8604094771925,Edificio B,6,Saturday
2023-06-25,174.6367107565651,0.0,223.9194866292284,30.053160327997396,478.0310564432293,Edificio B,6,Sunday
2023-06-26,315.3921863493963,222.06582501503703,229.18793976452068,29.43688025583463,480.53141826602155,Edificio B,6,Monday
2023-06-27,302.57102733433345,210.55555905556957,218.6751890243294,28.156816965380443,463.59785756418916,Edificio B,6,Tuesday
2023-06-28,312.3916030788031,216.6610061078893,204.93813832954407,26.109619174684955,472.7261610182298,Edificio B,6,Wednesday
2023-06-29,280.8044512373828,240.37323306475713,234.27790798767964,28.327211438643427,464.69106570312937,Edificio B,6,Thursday
2023-06-30,323.06299530629667,226.63669995889018,209.7495176266001,24.553885843333923,450.0055633477205,Edificio B,6,Friday
2023-07-01,188.9360372557873,0.0,212.3405000741037,29.32558402850457,459.6763515675756,Edificio B,7,Saturday
2023-07-02,172.67935770453926,0.0,219.72844159064846,31.7891177824054,465.52265516488774,Edificio B,7,Sunday
2023-07-03,332.30960990048624,233.70487215943263,232.4402051916139,30.131645144533046,460.053590135543,Edificio B,7,Monday
2023-07-04,337.9739984299772,240.00788167519363,226.0120749894405,24.807501287100205,462.79501070826177,Edificio B,7,Tuesday
2023-07-05,287.1636014657176,243.4571904285749,222.1746909638168,28.154390079845665,464.4366950650407,Edificio B,7,Wednesday
2023-07-06,304.14678286570586,225.50423119765435,223.19248441508108,23.261855250577394,464.89761443061207,Edificio B,7,Thursday
2023-07-07,304.09916210770245,215.96253679435222,219.50799326518225,28.926883810693372,466.5711492908066,Edificio B,7,Friday
2023-07-08,170.75890480793583,0.0,225.14702141362483,28.627227074379583,455.7710335149938,Edificio B,7,Saturday
2023-07-09,206.21562624406715,0.0,194.74219138477636,21.72892326963276,459.5216999498669,Edificio B,7,Sunday
2023-07-10,315.81295355958576,219.89662524045667,217.52312975494416,23.913209047681864,454.14696024009504,Edificio B,7,Monday
2023-07-11,314.4566920216675,220.04897412286914,223.33294840620349,26.606547184040124,477.0579748682191,Edificio B,7,Tuesday
2023-07-12,279.721402613612,233.13585366811947,209.81909788594143,26.607985921529057,446.49635639635443,Edificio B,7,Wednesday
2023-07-13,332.55280479254316,229.28014276683348,225.58084517250853,23.933917459662638,479.34764476276456,Edificio B,7,Thursday
2023-07-14,295.09919024080955,230.15450716093443,220.04002158056133,28.778234026779558,481.91998316624347,Edificio B,7,Friday
2023-07-15,191.11703252827016,0.0,239.98525230726904,28.411820203370084,465.26519101291655,Edificio B,7,Saturday
2023-07-16,195.49403822132695,0.0,238.4849913910116,27.117831822579515,442.4718252143024,Edificio B,7,Sunday
2023-07-17,347.18188033988434,220.71073119198388,218.39947844674992,25.473630051249113,465.0919171389481,Edificio B,7,Monday
2023-07-18,293.80859224241146,238.87948444843835,221.83024849725732,30.924604794306262,468.25057546239464,Edificio B,7,Tuesday
2023-07-19,259.6051269231813,240.3455484066343,222.8585096142868,32.77928604198098,458.9593413142913,Edificio B,7,Wednesday
2023-07-20,323.67680568979773,211.53784356970476,219.31894149481067,26.39405371598131,464.0715068995222,Edificio B,7,Thursday
2023-07-21,356.0085568033118,220.702391157718,226.00145801983024,26.0369936724754,484.6694241083328,Edificio B,7,Friday
2023-07-22,214.76985267253588,0.0,216.66211644267557,29.37294794710952,476.14589637738504,Edificio B,7,Saturday
2023-07-23,194.1707826171932,0.0,213.11051235696968,26.848133954938362,460.36546932711565,Edificio B,7,Sunday
2023-07-24,310.12561950466693,229.10313512805817,230.79345525604907,27.52398746694982,453.7349036487433,Edificio B,7,Monday
2023-07-25,336.0756299678296,215.4033148556398,230.98922055325656,30.1781494166458,466.52577663126124,Edificio B,7,Tuesday
2023-07-26,300.4311822279246,220.63456120176778,216.75621538651174,22.24518146855968,467.7316808619034,Edificio B,7,Wednesday
2023-07-27,329.39229237247264,219.75813175720748,233.83621089429334,31.939261186113647,474.88376293141135,Edificio B,7,Thursday
2023-07-28,329.93168446320163,231.80609521379313,218.62797355132295,28.210541685384857,464.60933343630757,Edificio B,7,Friday
2023-07-29,210.97774995462436,0.0,227.51429002887164,26.763205586112367,475.1034208526131,Edificio B,7,Saturday
2023-07-30,244.9121637774981,0.0,233.20274560633882,27.732204934697556,489.3510773874118,Edificio B,7,Sunday
2023-07-31,327.506850383175,231.2560052807935,224.65762375206822,27.886454651608936,478.1508431571795,Edificio B,7,Monday
2023-08-01,309.4130013187598,223.92160990349203,229.5133801729631,22.801858896538796,469.49642896106013,Edificio B,8,Tuesday
2023-08-02,319.00872476880744,226.56376541571052,219.75168223000182,32.47361183821004,468.11248106871875,Edificio B,8,Wednesday
2023-08-03,284.06084583479884,245.89806680185723,222.87912123062344,28.103148505465775,466.3291267014709,Edificio B,8,Thursday
2023-08-04,305.46449303870014,242.44274400862537,222.69082332275937,29.295595408883827,481.63935421222993,Edificio B,8,Friday
2023-08-05,181.0837622090209,0.0,217.16711486714993,30.805702422729105,463.4821310955219,Edificio B,8,Saturday
2023-08-06,178.69258838105407,0.0,222.72652206389824,24.869081119993243,470.1150695533706,Edificio B,8,Sunday
2023-08-07,322.12071737328336,236.72439544382928,208.84737181087164,29.331556337040233,470.0676822184836,Edificio B,8,Monday
2023-08-08,302.51883295259944,216.96821451283898,219.2392817960045,27.083852629627025,464.4160375835017,Edificio B,8,Tuesday
2023-08-09,341.27583621429784,236.47061073926125,221.09735631359055,30.399793825287787,455.57275201935056,Edificio B,8,Wednesday
2023-08-10,318.74176822427256,243.4857595729885,221.15769387354487,21.447583258745336,472.3760726351758,Edificio B,8,Thursday
2023-08-11,318.42847219798733,216.69626986869525,221.05605241470397,27.49885401573109,468.3706448637207,Edificio B,8,Friday
2023-08-12,181.92792011360348,0.0,222.58314929882633,25.951643538971798,473.8029322259841,Edificio B,8,Saturday
2023-08-13,191.45548619836745,0.0,227.70327992804022,29.01797081819308,463.2699067670614,Edificio B,8,Sunday
2023-08-14,334.714057895237,230.033092011083,231.34050446813006,29.089510392345247,480.60510213933367,Edificio B,8,Monday
2023-08-15,300.7245117322757,232.61543682213573,215.76263887382848,25.51182780117541,459.40578961608895,Edificio B,8,Tuesday
2023-08-16,304.75445603319304,230.28107088605225,209.8718277201558,25.450656577344834,485.05629368954374,Edificio B,8,Wednesday
2023-08-17,311.68662587705654,230.54867888816625,211.10563062485238,27.20481386063247,450.2076847332397,Edificio B,8,Thursday
2023-08-18,290.68282561000643,213.13564483609525,216.25508928896357,24.79368911817609,471.7657796461775,Edificio B,8,Friday
2023-08-19,171.0489691797565,0.0,217.18787257611643,29.95356252026059,471.8923639947873,Edificio B,8,Saturday
2023-08-20,177.73842509010507,0.0,212.56614031018276,26.261191861611977,458.88849663536274,Edificio B,8,Sunday
2023-08-21,334.5742270092511,223.33575765181456,206.84312818534954,18.58627465241487,470.7801359305091,Edificio B,8,Monday
2023-08-22,322.1562077270998,224.92270222245327,214.7605958897401,26.118441052065517,479.00972280725625,Edificio B,8,Tuesday
2023-08-23,320.59030781572363,209.7666893570019,220.63303815559422,24.060204798062017,443.710992909429,Edificio B,8,Wednesday
2023-08-24,333.54504321783764,229.93317352189564,224.24564191542188,22.212218854559325,470.55767957961893,Edificio B,8,Thursday
2023-08-25,313.5833252609304,230.21671596051897,212.17745464326813,23.32127810857913,440.2350819129335,Edificio B,8,Friday
2023-08-26,193.9388959249967,0.0,213.05796858368382,27.286618322847996,455.1353165015134,Edificio B,8,Saturday
2023-08-27,183.8592222170024,0.0,207.3373161087389,30.866495711039626,480.6945297804841,Edificio B,8,Sunday
2023-08-28,321.02024408956686,220.22872334256203,215.6865235942674,27.739675461330297,458.1827898647562,Edificio B,8,Monday
2023-08-29,303.8425076751091,228.89258049994726,206.89368756129102,24.897553022445997,451.84651629137636,Edificio B,8,Tuesday
2023-08-30,266.5014290902823,212.72001499679516,220.46693773615536,27.999133866011224,461.17772911264876,Edificio B,8,Wednesday
2023-08-31,312.3677533069141,222.34448331721785,196.21549781189591,25.165950766841295,483.39517186912684,Edificio B,8,Thursday
2023-09-01,473.27940293897075,370.4931177464295,209.79738257695513,24.368689466041197,443.9456303955929,Edificio B,9,Friday
2023-09-02,333.11545912656163,74.13980584300405,215.70548434831522,22.896166789487417,451.2831748545384,Edificio B,9,Saturday
2023-09-03,333.66148796534264,67.83503812194526,213.81491006751827,21.008055566983938,476.29202676799173,Edificio B,9,Sunday
2023-09-04,468.8342866382679,369.85278234649866,238.1706904982487,24.995609394780825,479.40392600767314,Edificio B,9,Monday
2023-09-05,445.6387763569683,379.05890852102436,213.98399621974994,26.538959932969842,459.2896850731444,Edificio B,9,Tuesday
2023-09-06,447.56178233765223,366.0555599119283,199.67316881527609,25.671957627781488,447.4186161638644,Edificio B,9,Wednesday
2023-09-07,431.0082393755837,353.97614491901925,207.96909666001287,24.60859776694507,480.24092777202736,Edificio B,9,Thursday
2023-09-08,436.78167002364074,387.1505297583268,190.35383976786352,22.911602231580066,474.688625985844,Edificio B,9,Friday
2023-09-09,325.1565172601541,83.07618218400177,206.48564846632308,27.463624702960335,464.98390051714944,Edificio B,9,Saturday
2023-09-10,336.652945035293,55.94025748681885,198.11945149489307,21.57527251548033,449.5093178872262,Edificio B,9,Sunday
2023-09-11,439.5167664856466,375.3556160513518,214.7455535692463,27.74030385001639,456.57080713404946,Edificio B,9,Monday
2023-09-12,433.02869596747024,363.01897419123424,199.22141381053123,22.2889244840847,454.8742768938761,Edificio B,9,Tuesday
2023-09-13,441.7662642229814,370.26842972208476,202.6581093677447,22.919463424700517,459.19235872995387,Edificio B,9,Wednesday
2023-09-14,453.4995803366688,370.1554093272647,196.56319234399433,20.655480529224747,469.78919488667225,Edificio B,9,Thursday
2023-09-15,412.31468892553266,364.4435998691421,219.38460553505664,23.428605828212866,463.4582317557229,Edificio B,9,Friday
2023-09-16,264.98118970806826,58.51955650035556,197.84557804959712,27.733671470204097,443.26490970400323,Edificio B,9,Saturday
2023-09-17,299.603863973407,59.01649092169541,218.430360250807,26.227522907467204,467.1681577108721,Edificio B,9,Sunday
2023-09-18,415.9069993020339,356.31995257566314,207.27824441186405,27.486829908174958,455.8891392605858,Edificio B,9,Monday
2023-09-19,429.8620323159693,356.7190323210688,202.97477076609613,25.986974770167446,458.97339362041737,Edificio B,9,Tuesday
2023-09-20,436.7698477658244,363.9163983127671,200.84454256786276,20.976618660367237,466.10354932257775,Edificio B,9,Wednesday
2023-09-21,430.358221973017,356.97718533910836,200.08431797941208,23.160478326650605,439.6484275030309,Edificio B,9,Thursday
2023-09-22,468.16748455958407,370.49772146237996,175.8450789484131,21.675643244896836,449.7229473741815,Edificio B,9,Friday
2023-09-23,315.34527097905635,78.08802508387413,191.29505998042794,27.869577235041852,444.0747171010315,Edificio B,9,Saturday
2023-09-24,314.50949399160766,56.94947778538621,201.48449980466754,20.14735673976431,433.01001914156166,Edificio B,9,Sunday
2023-09-25,450.63126205718044,364.67472376982244,191.48022284602217,26.276985692269097,451.4465628965581,Edificio B,9,Monday
2023-09-26,415.095143177514,366.8045594027233,176.84113442251308,26.131265995732818,472.3775874428768,Edificio B,9,Tuesday
2023-09-27,458.33639505248465,366.0512616653117,189.2807091063703,28.796161086767594,428.13572496303914,Edificio B,9,Wednesday
2023-09-28,435.71898888388614,361.6109646010539,205.7457344887439,21.931564132270037,445.48031344029795,Edificio B,9,Thursday
2023-09-29,450.3218585982389,367.79519356371924,200.06205316378038,25.149384613198244,451.4675200230365,Edificio B,9,Friday
2023-09-30,285.15102498368753,64.7047439935425,185.85041293949143,29.70768258070343,445.5444173719963,Edificio B,9,Saturday
2023-10-01,275.18696549839524,47.01658700480182,194.85145584612064,20.85867004593755,442.42669485853577,Edificio B,10,Sunday
2023-10-02,452.29204954597043,367.59294522209746,180.5279318094539,17.953946192487507,429.80317104096474,Edificio B,10,Monday
2023-10-03,443.1328040259346,367.2798286286439,166.00019295801994,16.76515774178166,444.3538066469264,Edificio B,10,Tuesday
2023-10-04,417.2322787674099,350.2771037400544,172.63036561642102,24.388139486279535,433.68237722831844,Edificio B,10,Wednesday
2023-10-05,417.5471819841248,357.79004376890407,196.33058459625357,16.44410896398046,418.5685808909955,Edificio B,10,Thursday
2023-10-06,457.11480909290765,363.74246003502907,176.77933993094197,20.818945607750898,451.62543603796064,Edificio B,10,Friday
2023-10-07,280.4821804514494,54.31248926740027,175.8942575965472,23.089019213156533,448.4692564586187,Edificio B,10,Saturday
2023-10-08,336.7869168609908,66.62996717146741,174.13014784198378,22.172663917787418,438.6022963049992,Edificio B,10,Sunday
2023-10-09,415.5829170215539,379.0317225179605,194.96228934603508,22.732457719259852,439.5713625155937,Edificio B,10,Monday
2023-10-10,446.023978770938,347.0243500618057,190.9652253204604,21.960954389647863,447.2136042383821,Edificio B,10,Tuesday
2023-10-11,426.3436144234178,340.5635298760585,195.67083040466835,24.96766784929845,437.8987486145722,Edificio B,10,Wednesday
2023-10-12,444.6387121706985,356.9006312796262,170.6630093415113,18.110179050518518,443.8758165112877,Edificio B,10,Thursday
2023-10-13,421.35090010015006,360.5653952649123,173.97354552741214,18.771321336616566,431.0367117512223,Edificio B,10,Friday
2023-10-14,298.6348768748981,50.52743875606828,154.6084864603926,18.318676591467597,446.3031120221398,Edificio B,10,Saturday
2023-10-15,302.36611309258365,66.85420101021424,183.2960077972529,22.960797240397184,435.5589662833736,Edificio B,10,Sunday
2023-10-16,411.1605164316864,338.4203403237413,155.59512975461658,23.004252467491312,433.45580294758935,Edificio B,10,Monday
2023-10-17,445.6769315684931,358.219853220452,168.181824295611,21.488885112353486,417.9754348848695,Edificio B,10,Tuesday
2023-10-18,420.25209747511093,344.71594499922503,153.7774414581898,23.51720989860555,432.7032030326959,Edificio B,10,Wednesday
2023-10-19,425.6001416309734,367.45198896873364,157.59382566203024,16.263543255126482,420.6687801113336,Edificio B,10,Thursday
2023-10-20,409.940872570056,369.6669436250205,153.83790165989177,24.629742464038582,421.7575233816409,Edificio B,10,Friday
2023-10-21,248.23695801955114,41.558880915352546,154.85618716223246,24.027707834335526,419.1362035628325,Edificio B,10,Saturday
2023-10-22,295.31900008790603,43.213761650778295,154.2648862774538,21.494347766263054,415.7750595536368,Edificio B,10,Sunday
2023-10-23,477.04804288494245,356.78948054882426,152.89173758487638,24.46198679753013,446.8306643862544,Edificio B,10,Monday
2023-10-24,444.1443561732912,343.807099125101,165.423595354093,13.975497875138668,438.040228110744,Edificio B,10,Tuesday
2023-10-25,427.7240574089681,346.70978532616164,144.7553580118845,17.200520383546674,443.0729989831158,Edificio B,10,Wednesday
2023-10-26,422.50900327340077,346.9041139917733,156.72141007257315,16.396222391612074,410.78171367273404,Edificio B,10,Thursday
2023-10-27,427.8743543071893,326.940823114446,165.40625899839537,20.594660301317337,422.86364914933546,Edificio B,10,Friday
2023-10-28,308.0263983651067,45.48764663146139,146.80441937190102,15.107762183464892,408.3558457593157,Edificio B,10,Saturday
2023-10-29,273.1276034350528,38.218511871202764,143.46633585917562,20.358555416899343,413.4734010724638,Edificio B,10,Sunday
2023-10-30,448.6911021788662,339.6757742042354,147.0492289815459,22.02553846310326,410.3883803213999,Edificio B,10,Monday
2023-10-31,440.37416851295336,358.53613334088084,159.86086906657218,19.827424297980674,431.104918053059,Edificio B,10,Tuesday
2023-11-01,440.0932962053628,331.0293035940135,148.7144088341938,18.4210307409392,413.8865915687559,Edificio B,11,Wednesday
2023-11-02,434.1634013715823,351.2228817605614,140.17186125148956,14.434247203639824,427.67312946865053,Edificio B,11,Thursday
2023-11-03,425.4518895442611,339.79970528225385,149.03478056937067,14.685582309289275,422.171884934212,Edificio B,11,Friday
2023-11-04,308.1839148647763,39.29243353320145,131.8868222653458,20.803489217718006,438.30955003018795,Edificio B,11,Saturday
2023-11-05,306.23166917084325,49.49679870454062,148.4391695703024,19.221456940499053,399.62260741251805,Edificio B,11,Sunday
2023-11-06,416.98492939570974,344.4991283674842,144.42995976807413,16.595459667341558,426.154923525239,Edificio B,11,Monday
2023-11-07,412.2658237233454,346.3129187441205,135.9869755196206,15.288279393503585,424.17444885801353,Edificio B,11,Tuesday
2023-11-08,425.4489562607491,349.79959213859274,129.40361604513896,10.294506251280705,402.1258609728038,Edificio B,11,Wednesday
2023-11-09,454.0681567764891,336.3185467880448,127.65069684774826,12.989776886691061,421.0830040784535,Edificio B,11,Thursday
2023-11-10,397.9835838723267,333.0262207330295,140.59770662894087,21.767528363483407,413.5278051405835,Edificio B,11,Friday
2023-11-11,263.0953353808719,27.81725577830308,146.27573636690593,12.023424132594641,407.04919162847614,Edificio B,11,Saturday
2023-11-12,295.42341129160104,29.938186400516457,126.35399726241614,16.265382761357124,400.2453616187494,Edificio B,11,Sunday
2023-11-13,422.83063486080795,367.21026548861863,136.0572034994447,18.552110114776244,400.4577964614614,Edificio B,11,Monday
2023-11-14,424.9668264880171,349.69678560828123,109.35481785937876,11.598577068713048,427.3148463214589,Edificio B,11,Tuesday
2023-11-15,426.06868827116006,323.2736928074049,123.1365220534868,15.75182467235109,405.99529442961403,Edificio B,11,Wednesday
2023-11-16,416.41782103713473,323.0982196273105,127.43594922577923,17.846618419797064,412.9856590516401,Edificio B,11,Thursday
2023-11-17,450.3740786185644,340.683875386969,117.42013775999466,14.906427556363484,396.4356541365331,Edificio B,11,Friday
2023-11-18,258.2564662882959,40.88446676051896,115.92930008526427,23.311124344755,395.7310464265571,Edificio B,11,Saturday
2023-11-19,273.4052232354796,40.45158394980038,117.40128098500614,9.538079096658082,413.5392324589627,Edificio B,11,Sunday
2023-11-20,417.613656976702,331.96857033398743,125.79339747853118,17.559048282353963,388.4185513479963,Edificio B,11,Monday
2023-11-21,386.521622813678,332.823555955113,119.79861242563891,13.704515135770961,396.962464060749,Edificio B,11,Tuesday
2023-11-22,415.5781031405456,336.92158208537404,98.0984169175153,16.37985769794536,400.660760277899,Edificio B,11,Wednesday
2023-11-23,452.03761806635686,334.071252190628,98.09130156247775,15.230361866941527,400.6459280776195,Edificio B,11,Thursday
2023-11-24,418.9422844078328,310.59382823539494,112.0563227237117,11.55052800897447,396.95905015136077,Edificio B,11,Friday
2023-11-25,292.8583130685242,30.06844612547387,121.53795703424838,14.28180133387307,401.9322585934345,Edificio B,11,Saturday
2023-11-26,262.7642234320499,23.437213760649186,88.33194955961324,7.867228710720548,404.13322288275515,Edificio B,11,Sunday
2023-11-27,405.36707983994387,333.29357619018526,109.66573516294389,15.098147424975542,403.78840007090014,Edificio B,11,Monday
2023-11-28,409.9208161016046,360.98970558815904,108.26706840167404,14.031748326884676,385.82832655788724,Edificio B,11,Tuesday
2023-11-29,410.80460380014404,334.4131752576461,126.29024177365132,14.903562371471551,392.0963583484233,Edificio B,11,Wednesday
2023-11-30,442.52974875589365,327.2100124220035,107.44510255668243,16.013731065102924,406.14450906797674,Edificio B,11,Thursday
